UserID,Train
1715,"[648, 3566, 3536, 3752, 3646, 3865, 3324, 3863, 3555, 3578, 858, 3952, 3897, 3948]"
1716,"[2671, 3615, 3004, 3005, 3408, 2336, 3053, 24, 2724, 2840, 3301, 1225, 1446, 3067]"
1717,"[1464, 155, 410, 3053, 365, 1483, 2504, 154, 908, 308, 2971, 3788, 1340, 3911]"
1718,"[3481, 480, 2791, 110, 1261, 2692, 296, 608, 2159, 50, 1213, 1089, 1500, 2391]"
1719,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2413]"
1720,"[1259, 3481, 3510, 3624, 3535, 3753, 3409, 1544, 3173, 260, 1193, 111, 1206, 3363]"
1721,"[104, 367, 1580, 1517, 3247, 1485, 837, 1569, 2321, 2759, 3809, 2174, 2918, 2463]"
1722,"[198, 3700, 1965, 2916, 1097, 1253, 1129, 2009, 3927, 3699, 480, 671, 2363, 3527]"
1723,"[3354, 2526, 1862, 3864, 3623, 648, 3578, 3717, 2524, 2535, 1744, 2146, 1387, 1371]"
1724,"[1620, 1366, 1727, 268, 3500, 436, 2445, 2000, 2001, 1185, 2409, 2410, 2411, 1954]"
1725,"[2858, 1127, 2706, 2541, 2772, 2605, 2606, 2490, 3081, 1291, 2115, 527, 1921, 1298]"
1726,"[10, 2990, 2414, 494, 2699, 353, 2532, 349, 42, 1375, 165, 3697, 1608, 1391]"
1727,"[2130, 1396, 2231, 1466, 431, 1620, 3701, 3272, 3588, 246, 1147, 3338, 162, 581]"
1728,"[2137, 2700, 1032, 588, 2102, 364, 2089, 2090, 616, 1566, 1907, 709, 1387, 1219]"
1729,"[0, 2837, 3861, 912, 3949, 3897, 3911, 3893, 3914, 1997, 3751, 858, 3676, 3362]"
1730,"[0, 0, 0, 0, 0, 0, 0, 837, 2028, 1270, 1259, 589, 2858, 480]"
1731,"[1580, 3509, 1970, 3949, 3885, 3897, 3911, 3948, 3914, 3795, 3556, 3618, 3571, 3300]"
1732,"[1193, 3409, 3300, 3354, 3510, 3555, 3753, 3624, 3160, 3173, 3534, 3553, 3565, 3579]"
1733,"[1682, 190, 2867, 2905, 1202, 1273, 2987, 3143, 2243, 846, 125, 3503, 2330, 2481]"
1734,"[3471, 2919, 3152, 2352, 1263, 1694, 1132, 2067, 2243, 3168, 1259, 3201, 1964, 3424]"
1735,"[1414, 2700, 1500, 1732, 2706, 180, 70, 2325, 2572, 1884, 3253, 2694, 1580, 3450]"
1736,"[2123, 2370, 2073, 2374, 2260, 3937, 2717, 2264, 2471, 2458, 2373, 2464, 2379, 2755]"
1737,"[1320, 1831, 2126, 1438, 3146, 185, 1882, 1744, 1037, 1644, 836, 338, 2448, 2713]"
1738,"[2599, 2959, 2333, 3578, 2310, 2490, 299, 2394, 2598, 2395, 2396, 314, 2700, 2762]"
1739,"[357, 1870, 2433, 2734, 1959, 2598, 2670, 2396, 314, 3185, 2762, 2070, 2763, 1358]"
1740,"[1617, 2366, 1207, 1186, 3871, 2997, 1295, 3649, 2858, 2329, 2706, 3363, 3725, 471]"
1741,"[446, 509, 440, 1925, 1944, 342, 2943, 3044, 1684, 2633, 302, 2081, 900, 2620]"
1742,"[1617, 1748, 3920, 1258, 2097, 1347, 2716, 1994, 2787, 2003, 2987, 3683, 541, 1073]"
1743,"[3037, 1304, 3365, 1201, 1, 919, 262, 3114, 246, 1147, 1361, 2648, 1340, 1348]"
1744,"[3868, 357, 2915, 3039, 39, 3253, 3072, 440, 380, 2946, 3685, 1958, 3451, 1073]"
1745,"[1678, 1127, 3005, 2842, 2433, 2541, 2881, 2605, 2688, 2959, 3354, 2490, 299, 2692]"
1746,"[1273, 1259, 2318, 101, 1968, 562, 2174, 2321, 21, 735, 933, 3088, 2248, 3424]"
1747,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 924, 2731, 1251, 2505, 412]"
1748,"[3068, 3405, 1069, 280, 2344, 2660, 2664, 1097, 1301, 2753, 1080, 2929, 1333, 922]"
1749,"[785, 45, 1569, 1859, 263, 3010, 307, 1041, 1245, 308, 1413, 1176, 347, 645]"
1750,"[3317, 3793, 3755, 3578, 3298, 3598, 3225, 3238, 908, 2858, 1035, 3932, 2291, 3481]"
1751,"[912, 329, 3072, 466, 783, 1721, 3948, 3893, 3916, 1249, 589, 2858, 110, 1035]"
1752,"[1, 2355, 2997, 2410, 587, 3168, 1124, 3683, 373, 1900, 2580, 2361, 2110, 3852]"
1753,"[1214, 2624, 3654, 1208, 1265, 2866, 111, 904, 2349, 3198, 3783, 608, 1394, 920]"
1754,"[0, 0, 0, 0, 0, 0, 1968, 296, 1089, 180, 1673, 2625, 1884, 589]"
1755,"[1777, 543, 2671, 289, 2125, 1895, 1569, 3536, 2572, 2469, 7, 736, 1541, 3751]"
1756,"[2605, 3408, 3159, 2716, 3578, 2676, 3623, 1959, 2490, 3753, 2394, 3512, 2724, 3157]"
1757,"[3256, 349, 2490, 2826, 454, 10, 2763, 2617, 288, 481, 423, 832, 165, 292]"
1758,"[211, 263, 279, 1103, 2348, 1635, 3160, 3521, 32, 2020, 2028, 2291, 2890, 1296]"
1759,"[413, 2574, 3004, 135, 2978, 1126, 174, 505, 3773, 3, 2961, 1503, 1702, 1731]"
1760,"[266, 339, 2168, 2316, 597, 351, 380, 708, 2506, 3501, 1777, 2633, 1597, 1088]"
1761,"[0, 1083, 2140, 1967, 2968, 1073, 2054, 2, 3503, 1376, 1748, 1372, 1356, 1374]"
1762,"[2529, 1954, 21, 2916, 2406, 1101, 3178, 3827, 3578, 2600, 2353, 1580, 380, 246]"
1763,"[0, 0, 0, 0, 2805, 1270, 1198, 589, 1580, 1394, 1265, 3114, 2716, 2918]"
1764,"[788, 1665, 413, 2385, 88, 2431, 2806, 3773, 2374, 415, 2375, 3324, 3821, 3387]"
1765,"[2701, 1249, 3937, 1259, 589, 1261, 2291, 3160, 2455, 1673, 480, 1580, 551, 3173]"
1766,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1952, 2501, 3929, 1259, 3450]"
1767,"[924, 260, 1199, 3703, 1200, 1206, 1214, 541, 1127, 1527, 1748, 2600, 480, 748]"
1768,"[1206, 1292, 1294, 3551, 1080, 3362, 3069, 3671, 2871, 2932, 3421, 3498, 3384, 3702]"
1769,"[3285, 2908, 223, 2355, 2575, 3408, 2599, 3510, 2959, 2333, 2716, 2580, 3160, 2490]"
1770,"[2174, 2248, 3070, 2352, 3361, 3526, 1220, 2797, 1257, 2406, 2001, 2746, 2150, 1261]"
1771,"[0, 1617, 3264, 2948, 924, 260, 1196, 2529, 1214, 541, 3471, 2571, 1200, 1240]"
1772,"[0, 0, 953, 1210, 3733, 1097, 903, 2858, 1127, 2699, 2975, 2355, 3203, 3543]"
1773,"[318, 1704, 3006, 2324, 25, 3148, 3160, 2890, 778, 2336, 150, 1784, 428, 1396]"
1774,"[0, 0, 1127, 3552, 589, 110, 1673, 480, 3624, 1580, 3300, 70, 3409, 3354]"
1775,"[2021, 541, 296, 3362, 3735, 1234, 1179, 117, 3019, 2000, 2268, 1466, 1396, 555]"
1776,"[2792, 3917, 3918, 1091, 1983, 2122, 1986, 1984, 527, 2762, 293, 3821, 3916, 3948]"
1777,"[1240, 3067, 2313, 1238, 1361, 2550, 2936, 3416, 3683, 1232, 923, 858, 922, 2019]"
1778,"[2167, 1225, 1242, 3006, 3578, 3753, 3863, 3484, 1639, 2692, 3948, 1799, 2125, 539]"
1779,"[1500, 1777, 180, 551, 799, 1476, 367, 671, 1516, 1858, 216, 1391, 1870, 2335]"
1780,"[3255, 1937, 2905, 440, 3578, 940, 1408, 2912, 2624, 2893, 1234, 2529, 3916, 48]"
1781,"[2657, 3928, 2713, 512, 382, 3264, 70, 3016, 3918, 260, 2872, 2174, 2797, 1073]"
1782,"[3930, 3928, 3897, 2858, 2683, 2770, 2355, 3543, 1093, 2599, 785, 968, 2502, 2013]"
1783,"[0, 0, 0, 0, 0, 0, 0, 1221, 2628, 3897, 3863, 492, 1244, 1810]"
1784,"[2693, 1270, 924, 589, 2571, 32, 1653, 1584, 2916, 1356, 1372, 788, 2600, 2046]"
1785,"[1261, 1215, 110, 2628, 3897, 3751, 3481, 3566, 3893, 3793, 3578, 3623, 3882, 3617]"
1786,"[951, 3124, 3928, 1284, 1673, 2858, 3159, 2966, 551, 3929, 589, 1171, 110, 1259]"
1787,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 356, 1270, 2858, 2706]"
1788,"[2750, 1193, 3262, 892, 232, 233, 1683, 2112, 1179, 1233, 2442, 1719, 1617, 1464]"
1789,"[2762, 2693, 3176, 3793, 2624, 110, 3182, 3911, 3624, 3566, 3785, 3535, 3755, 3863]"
1790,"[1092, 3361, 2707, 1299, 1676, 3347, 2706, 1485, 1186, 2335, 2474, 253, 1589, 1298]"
1791,"[41, 3089, 1204, 1252, 750, 899, 1219, 2712, 3747, 1206, 1617, 1912, 1089, 1729]"
1792,"[3081, 3114, 1784, 356, 2387, 1923, 1393, 1721, 3259, 377, 247, 2006, 2424, 2496]"
1793,"[861, 1610, 3256, 112, 349, 2916, 377, 733, 2353, 1527, 1608, 2273, 648, 1377]"
1794,"[1060, 2916, 3253, 161, 1408, 1092, 52, 3252, 1271, 356, 377, 151, 2570, 1801]"
1795,"[2913, 1240, 2858, 2321, 1784, 387, 1265, 356, 1640, 1500, 3060, 3253, 1042, 260]"
1796,"[2333, 3338, 246, 162, 549, 556, 1189, 3077, 1865, 3653, 919, 2863, 899, 3545]"
1797,"[1944, 2863, 2762, 1223, 1226, 2648, 232, 2730, 1296, 1340, 34, 1242, 1250, 1214]"
1798,"[1250, 951, 2966, 593, 923, 3683, 858, 1206, 3551, 1953, 1266, 1449, 1197, 1955]"
1799,"[523, 2321, 337, 3100, 2329, 1265, 1639, 3160, 441, 3246, 223, 14, 1923, 357]"
1800,"[1396, 1945, 216, 104, 908, 333, 1573, 3624, 3578, 940, 1240, 599, 3114, 594]"
1801,"[0, 0, 0, 0, 593, 2294, 858, 2091, 3418, 1097, 2858, 1259, 2291, 110]"
1802,"[1407, 2288, 3476, 1982, 1994, 3499, 1345, 1350, 2003, 1339, 2710, 253, 1347, 1645]"
1803,"[1339, 724, 3081, 2617, 3255, 367, 1845, 587, 3614, 3174, 500, 2770, 1485, 1888]"
1804,"[904, 2262, 3178, 648, 1799, 1262, 590, 1210, 2406, 380, 2640, 3699, 2916, 2641]"
1805,"[70, 919, 3396, 588, 594, 1028, 3034, 3397, 2018, 1206, 3793, 1274, 968, 1909]"
1806,"[2384, 344, 580, 253, 468, 317, 1015, 362, 517, 2083, 786, 2273, 252, 329]"
1807,"[150, 778, 628, 1393, 590, 1258, 3499, 1407, 1347, 253, 2167, 2003, 2617, 3168]"
1808,"[0, 0, 1271, 1968, 3409, 3624, 3510, 3512, 3753, 3354, 3555, 3594, 720, 595]"
1809,"[2572, 2997, 2683, 2707, 2694, 2908, 1093, 2599, 2959, 2716, 2580, 2690, 2734, 3300]"
1810,"[3897, 1617, 1913, 3730, 1212, 903, 906, 924, 931, 942, 1964, 1086, 2467, 2024]"
1811,"[3934, 3927, 3929, 2858, 1127, 2997, 3516, 2433, 2369, 1093, 233, 2712, 2716, 785]"
1812,"[1658, 2072, 1733, 3535, 3754, 3156, 3740, 912, 1875, 3578, 2155, 327, 3852, 608]"
1813,"[0, 0, 0, 0, 0, 0, 0, 0, 921, 1414, 2858, 2572, 3534, 3481]"
1814,"[3952, 32, 589, 1527, 2571, 3175, 1580, 1748, 2916, 316, 1215, 2628, 1909, 1603]"
1815,"[661, 3948, 3863, 1196, 1206, 741, 260, 1199, 2571, 1270, 1584, 3175, 1580, 1573]"
1816,"[2571, 1610, 2947, 457, 1196, 1387, 1036, 2000, 919, 1259, 2871, 590, 3479, 2916]"
1817,"[3481, 3535, 3578, 3744, 899, 3545, 364, 260, 367, 2797, 750, 1196, 1214, 1240]"
1818,"[260, 1196, 590, 2344, 2355, 2078, 2085, 364, 3189, 1, 34, 3396, 1097, 2174]"
1819,"[3576, 2010, 1210, 1215, 1127, 1374, 1748, 1097, 1301, 3175, 3527, 3359, 1250, 318]"
1820,"[3683, 1193, 1208, 912, 923, 3068, 1213, 3271, 1228, 1207, 110, 2959, 1084, 3471]"
1821,"[0, 929, 154, 30, 111, 1222, 1348, 2010, 1260, 3134, 3307, 2904, 2210, 936]"
1822,"[2716, 2750, 1958, 1081, 589, 3418, 2692, 457, 1912, 2028, 2058, 2571, 21, 3183]"
1823,"[0, 0, 3148, 3507, 1684, 17, 351, 2291, 1353, 2396, 317, 1, 3114, 2324]"
1824,"[2297, 2710, 914, 2926, 36, 1246, 2359, 2432, 2699, 596, 802, 3844, 1100, 3798]"
1825,"[1653, 1680, 848, 454, 74, 491, 11, 3259, 1396, 1059, 2762, 1187, 2125, 171]"
1826,"[541, 924, 2571, 1965, 1200, 1580, 2916, 3699, 1356, 1127, 1396, 1238, 1, 1276]"
1827,"[1327, 3160, 3409, 3952, 1617, 47, 1219, 2176, 923, 318, 3751, 296, 608, 2997]"
1828,"[3174, 1895, 3081, 2763, 2628, 1617, 47, 50, 1089, 2571, 1645, 2248, 1298, 1258]"
1829,"[0, 0, 0, 0, 0, 0, 1994, 924, 410, 34, 1859, 665, 50, 307]"
1830,"[3624, 3863, 1196, 1036, 1291, 1210, 1240, 592, 2115, 3527, 1220, 589, 457, 112]"
1831,"[3114, 3176, 3745, 2987, 2714, 3793, 2600, 1617, 50, 2028, 593, 296, 2571, 1213]"
1832,"[1734, 2237, 3078, 1880, 25, 1236, 1635, 1643, 846, 1678, 1885, 529, 2324, 222]"
1833,"[337, 2580, 161, 2890, 529, 2700, 364, 2324, 3253, 428, 1784, 3916, 3481, 3753]"
1834,"[3189, 3185, 3623, 587, 943, 2716, 1049, 1127, 3534, 2699, 3155, 3005, 2710, 3016]"
1835,"[2076, 3251, 1912, 2291, 919, 2300, 2303, 899, 2863, 595, 1947, 1028, 364, 1298]"
1836,"[1240, 2176, 1200, 2288, 678, 2184, 1086, 1407, 2917, 1994, 1748, 319, 2118, 3102]"
1837,"[708, 3528, 3950, 3897, 3952, 3852, 3091, 2204, 1310, 912, 97, 919, 1276, 306]"
1838,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1061, 1079]"
1839,"[1527, 2006, 1518, 2334, 2353, 349, 10, 1676, 442, 1377, 2628, 648, 1552, 1754]"
1840,"[0, 231, 3107, 1025, 2028, 283, 110, 2010, 260, 1206, 1214, 2657, 3471, 2116]"
1841,"[457, 3499, 1639, 1518, 1784, 508, 1747, 3809, 2278, 539, 3176, 333, 733, 2424]"
1842,"[999, 3420, 605, 2188, 2699, 2710, 2976, 2541, 2719, 785, 407, 3160, 2581, 2490]"
1843,"[1252, 1294, 3362, 1244, 1292, 1913, 1278, 3363, 1208, 1235, 3359, 3741, 1387, 3504]"
1844,"[0, 0, 0, 0, 0, 0, 0, 0, 3072, 2109, 593, 1617, 101, 3897]"
1845,"[2283, 1653, 628, 846, 1061, 1836, 1701, 149, 1611, 233, 506, 1093, 2112, 369]"
1846,"[1258, 2791, 1186, 2917, 1036, 1090, 3169, 1222, 2987, 1289, 2194, 2716, 2130, 1210]"
1847,"[2858, 678, 1529, 2360, 318, 36, 2775, 1673, 247, 527, 3006, 1719, 1041, 2959]"
1848,"[0, 0, 0, 0, 0, 0, 0, 1617, 3174, 1259, 2291, 2858, 3160, 908]"
1849,"[0, 0, 0, 0, 0, 0, 593, 1197, 589, 457, 110, 2028, 1233, 2571]"
1850,"[783, 1566, 3745, 1688, 1907, 709, 2142, 2394, 741, 48, 1881, 1270, 260, 1196]"
1851,"[3755, 3698, 923, 356, 3783, 858, 1221, 1251, 3897, 2313, 337, 1639, 3949, 678]"
1852,"[1306, 1199, 32, 1200, 589, 1274, 968, 2571, 2455, 2117, 3175, 3702, 1653, 2657]"
1853,"[1965, 2915, 3052, 440, 1777, 838, 543, 3450, 1580, 2124, 2795, 2100, 2539, 2706]"
1854,"[1198, 858, 2571, 1266, 36, 678, 1358, 318, 50, 527, 1221, 912, 1617, 260]"
1855,"[1196, 1912, 6, 21, 1220, 480, 1580, 2006, 2427, 1527, 349, 3578, 1573, 1722]"
1856,"[3780, 1831, 1373, 2986, 2456, 1882, 1252, 1267, 904, 1617, 1212, 1219, 608, 2762]"
1857,"[1033, 558, 2137, 3396, 588, 1282, 364, 551, 589, 2571, 3000, 3178, 110, 480]"
1858,"[1580, 364, 2899, 1967, 362, 2005, 2059, 2081, 2096, 2161, 1566, 2046, 2800, 593]"
1859,"[1949, 1961, 1250, 1201, 2858, 1196, 529, 541, 1278, 1265, 1136, 750, 1617, 1203]"
1860,"[3508, 368, 608, 3735, 1945, 3510, 1997, 1249, 2160, 3507, 1282, 1544, 2664, 1748]"
1861,"[3897, 1276, 947, 2300, 916, 1304, 933, 1394, 1269, 2395, 2716, 1226, 2302, 898]"
1862,"[913, 2581, 1513, 2670, 3157, 2396, 2987, 3384, 3565, 3481, 3897, 3751, 3911, 3893]"
1863,"[1084, 2966, 36, 1080, 2997, 2692, 898, 527, 596, 903, 2871, 2300, 2366, 1912]"
1864,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2068, 2444, 1154, 47, 3948]"
1865,"[2610, 3386, 2357, 3246, 3252, 571, 302, 3044, 1625, 3148, 262, 1183, 1354, 2442]"
1866,"[1747, 586, 344, 1405, 3869, 1665, 500, 333, 1614, 1704, 2792, 1333, 902, 2805]"
1867,"[0, 0, 260, 2355, 527, 3160, 3535, 1267, 942, 2707, 1784, 2712, 608, 1172]"
1868,"[2401, 2921, 2951, 3494, 905, 951, 2019, 969, 260, 1304, 940, 1198, 3702, 1269]"
1869,"[910, 1204, 1225, 2859, 1193, 2927, 3634, 260, 111, 2692, 904, 1960, 1203, 2997]"
1870,"[597, 2581, 852, 2671, 11, 2424, 339, 141, 7, 1883, 1270, 1307, 1197, 1079]"
1871,"[2997, 910, 1230, 1394, 1288, 1079, 1278, 2716, 2918, 223, 1307, 2064, 3361, 1077]"
1872,"[110, 1089, 1249, 1259, 1269, 908, 593, 1617, 608, 866, 1358, 1748, 2762, 474]"
1873,"[1059, 1747, 539, 1307, 1292, 3578, 3751, 1092, 454, 339, 500, 2803, 3053, 1270]"
1874,"[1252, 913, 1259, 50, 2997, 608, 293, 1265, 924, 2396, 1240, 615, 1222, 1247]"
1875,"[2529, 1376, 1573, 2407, 3827, 2311, 2393, 780, 1320, 945, 2303, 1066, 3061, 3675]"
1876,"[0, 0, 1198, 260, 2335, 2826, 2858, 2997, 3005, 2694, 2433, 223, 2355, 2541]"
1877,"[3302, 3539, 3823, 3783, 3795, 3859, 3880, 3192, 3571, 3787, 3794, 3886, 3182, 3185]"
1878,"[788, 3697, 338, 1831, 1391, 2322, 1882, 1640, 1407, 253, 1645, 2617, 188, 724]"
1879,"[1961, 2975, 1275, 1294, 1625, 1234, 2080, 3034, 1411, 1025, 555, 3793, 1302, 1097]"
1880,"[2664, 3035, 2363, 1104, 1287, 900, 1301, 2565, 2287, 969, 1032, 1253, 3675, 1012]"
1881,"[1919, 2424, 1485, 3247, 1665, 830, 2335, 1566, 587, 370, 231, 2574, 1377, 1569]"
1882,"[3681, 3365, 3871, 1250, 969, 1939, 1208, 2890, 1184, 2076, 1645, 2841, 3175, 3745]"
1883,"[2693, 556, 1050, 581, 720, 745, 1148, 3114, 2018, 1223, 594, 2761, 1022, 364]"
1884,"[1285, 150, 3379, 1940, 3038, 314, 944, 515, 3198, 3548, 529, 388, 2071, 2757]"
1885,"[3535, 2792, 524, 1544, 1, 594, 3114, 3751, 2018, 2987, 596, 2080, 1282, 2096]"
1886,"[0, 0, 1721, 10, 356, 811, 480, 3300, 110, 1259, 589, 2454, 3409, 1580]"
1887,"[1252, 1947, 1035, 1083, 1088, 1304, 2948, 2949, 2951, 260, 1953, 2527, 3430, 1291]"
1888,"[2366, 1210, 3932, 3926, 3916, 313, 953, 2141, 2142, 1014, 1356, 1371, 1372, 1374]"
1889,"[2490, 2046, 188, 1401, 459, 3250, 3263, 112, 1184, 2376, 2990, 781, 2787, 3591]"
1890,"[1208, 2028, 110, 1266, 3030, 3037, 2921, 590, 3494, 1234, 2194, 2268, 2112, 3729]"
1891,"[2268, 3259, 897, 1079, 920, 3095, 3451, 1704, 1943, 1952, 858, 2023, 1221, 3948]"
1892,"[0, 3421, 3101, 912, 3685, 1176, 1252, 1362, 858, 3730, 1221, 1230, 111, 1206]"
1893,"[0, 0, 0, 942, 337, 527, 1230, 3317, 3897, 3751, 3911, 3618, 3852, 3823]"
1894,"[3252, 3158, 3578, 1177, 3179, 1721, 2620, 2329, 3155, 753, 1542, 2585, 1682, 2943]"
1895,"[1466, 6, 431, 2194, 2000, 1061, 555, 592, 2912, 2023, 923, 593, 912, 111]"
1896,"[296, 2160, 1276, 3163, 1253, 3461, 1096, 1269, 1179, 3504, 232, 3330, 308, 1208]"
1897,"[2160, 3330, 3011, 902, 1333, 3168, 3668, 2285, 2946, 3873, 3028, 2870, 899, 931]"
1898,"[0, 593, 1693, 538, 3481, 2997, 1900, 1148, 296, 2599, 2396, 318, 2336, 2501]"
1899,"[2582, 1391, 3095, 3599, 942, 247, 2920, 3334, 1253, 1203, 928, 3849, 2970, 1673]"
1900,"[3298, 2355, 2908, 3543, 2607, 2688, 3115, 3175, 2333, 913, 2734, 3606, 2686, 299]"
1901,"[3635, 3639, 1955, 1073, 2640, 3682, 3545, 3702, 2779, 2109, 3093, 1380, 1208, 1272]"
1902,"[1805, 1343, 16, 1648, 600, 627, 3176, 454, 22, 1645, 230, 481, 2320, 18]"
1903,"[1348, 670, 3030, 1132, 2997, 2360, 1223, 1288, 615, 3359, 296, 2970, 1283, 3093]"
1904,"[1258, 1278, 2003, 1207, 3006, 3363, 36, 150, 1411, 1704, 3250, 953, 1961, 1682]"
1905,"[1267, 910, 898, 1212, 3089, 3134, 1280, 3152, 919, 3067, 1219, 750, 951, 1221]"
1906,"[0, 0, 0, 0, 3682, 2176, 1284, 2858, 110, 2948, 1249, 1269, 589, 661]"
1907,"[0, 0, 3175, 924, 19, 3159, 1256, 1348, 1207, 1212, 3629, 858, 2010, 1237]"
1908,"[318, 2431, 2501, 2506, 3148, 100, 2996, 2432, 1686, 1727, 1917, 1810, 715, 1672]"
1909,"[608, 318, 3006, 1358, 778, 1213, 293, 800, 2329, 25, 529, 1617, 296, 1912]"
1910,"[1461, 2795, 2354, 3114, 3554, 3897, 3556, 3948, 3617, 3509, 3326, 3798, 3565, 3745]"
1911,"[0, 0, 0, 0, 3258, 337, 3723, 1193, 1207, 922, 2612, 1277, 903, 2580]"
1912,"[3681, 2871, 2178, 1387, 1183, 1214, 3508, 1211, 2791, 1285, 3210, 2847, 535, 1219]"
1913,"[2761, 3000, 594, 2078, 1029, 1032, 1223, 2987, 2085, 2087, 2137, 3159, 1022, 1023]"
1914,"[0, 0, 0, 0, 0, 0, 1193, 3481, 3897, 3948, 3911, 2997, 2858, 2396]"
1915,"[912, 465, 1284, 3626, 2858, 1249, 2291, 3627, 1035, 551, 589, 2791, 2657, 3927]"
1916,"[982, 2866, 2852, 1120, 3148, 3507, 1082, 1246, 1393, 1220, 2025, 2324, 1904, 2065]"
1917,"[2324, 1923, 32, 2890, 1219, 610, 2019, 1217, 3671, 1266, 608, 2728, 553, 1287]"
1918,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1078, 2690, 2762, 2396]"
1919,"[70, 1320, 1717, 2389, 196, 2793, 1644, 2606, 2514, 330, 12, 366, 1993, 2713]"
1920,"[1081, 1088, 3602, 3605, 898, 1944, 2919, 163, 2243, 976, 587, 3524, 182, 1356]"
1921,"[1374, 1376, 1580, 1073, 480, 590, 3494, 2628, 2641, 648, 349, 2046, 1587, 2414]"
1922,"[3045, 527, 150, 3105, 1179, 1729, 477, 1784, 1252, 2819, 2186, 3203, 3101, 1674]"
1923,"[3927, 3300, 1970, 2657, 891, 3918, 3937, 1544, 3354, 1969, 1986, 3948, 3751, 3851]"
1924,"[1271, 1353, 2858, 1784, 588, 39, 2599, 2443, 1188, 1393, 1265, 356, 357, 1357]"
1925,"[1299, 3811, 1272, 3196, 3342, 1233, 1208, 1222, 3062, 2890, 2427, 3372, 466, 599]"
1926,"[1282, 2761, 1022, 1029, 2087, 2096, 2099, 2294, 1907, 2687, 2137, 1025, 2139, 1566]"
1927,"[0, 0, 0, 0, 2324, 1228, 1641, 2454, 2550, 1968, 1269, 2791, 3928, 3929]"
1928,"[1831, 360, 1645, 3176, 1573, 2763, 3107, 246, 2890, 150, 2580, 3147, 1883, 1721]"
1929,"[0, 0, 0, 0, 0, 2083, 608, 2858, 3179, 2706, 2572, 3534, 2997, 223]"
1930,"[2987, 3479, 3623, 750, 3787, 3852, 3510, 2539, 3324, 3160, 1090, 1036, 1242, 3763]"
1931,"[3550, 2003, 1645, 1346, 3676, 1327, 1332, 1342, 247, 2138, 2140, 2174, 2968, 1097]"
1932,"[1266, 32, 2391, 47, 16, 2912, 1682, 1120, 2140, 2174, 2968, 1097, 2105, 2193]"
1933,"[0, 0, 0, 0, 0, 0, 321, 2356, 3893, 3948, 2858, 3481, 1171, 1249]"
1934,"[1197, 2858, 2706, 2997, 223, 2355, 2541, 2712, 2599, 2959, 2318, 2716, 2580, 785]"
1935,"[3861, 3916, 3408, 3865, 3753, 3911, 3882, 3623, 3646, 3273, 3744, 3301, 3785, 3327]"
1936,"[0, 0, 0, 1954, 2966, 97, 3910, 1673, 2624, 3925, 2858, 3160, 1965, 2455]"
1937,"[1219, 1278, 1231, 1097, 1199, 2312, 3071, 3098, 1376, 1923, 2289, 1392, 497, 3060]"
1938,"[1036, 1210, 1275, 1610, 1374, 377, 2872, 3793, 592, 2406, 3527, 2916, 2985, 2414]"
1939,"[1965, 2288, 1653, 2529, 2009, 1127, 2527, 2985, 2454, 1334, 2346, 2173, 1284, 904]"
1940,"[2476, 3448, 356, 780, 2427, 1676, 1391, 2941, 1387, 1997, 1214, 1219, 3476, 1304]"
1941,"[1932, 1935, 938, 2436, 3861, 3916, 86, 2607, 929, 3555, 1046, 277, 3449, 3882]"
1942,"[2237, 858, 1284, 908, 2160, 3538, 3929, 1269, 1673, 1965, 3512, 1235, 1207, 524]"
1943,"[1086, 231, 920, 2111, 3327, 2640, 2593, 206, 592, 1992, 1269, 1241, 2323, 1123]"
1944,"[296, 720, 1219, 3260, 1210, 608, 2324, 2918, 1307, 2791, 1639, 3481, 3556, 3618]"
1945,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1079, 904, 1212, 2019, 923]"
1946,"[3072, 1208, 3882, 1193, 1276, 1393, 508, 3210, 3261, 3361, 180, 3422, 2108, 2115]"
1947,"[1610, 1374, 2916, 2000, 3654, 2949, 246, 162, 1219, 3018, 1387, 1258, 2664, 1997]"
1948,"[1527, 1722, 2353, 2640, 2628, 377, 2193, 1049, 648, 2006, 733, 1597, 368, 1391]"
1949,"[1259, 1293, 1231, 2194, 1210, 2336, 2599, 2291, 848, 1721, 3250, 1127, 3064, 1374]"
1950,"[2687, 2355, 1907, 364, 661, 1566, 1885, 1635, 2442, 3081, 2291, 155, 515, 799]"
1951,"[2858, 2599, 919, 1022, 1035, 595, 938, 1028, 2997, 3114, 1, 101, 2395, 1641]"
1952,"[468, 339, 2723, 785, 3298, 2145, 2371, 3501, 1734, 232, 496, 1193, 1264, 3422]"
1953,"[3897, 2858, 1259, 2291, 480, 1580, 3753, 1544, 3512, 3565, 1721, 17, 2125, 342]"
1954,"[1473, 3148, 3114, 3844, 3897, 3317, 1921, 2154, 3408, 3794, 3827, 3952, 3624, 3903]"
